Gene stable ID,Transcript length (including UTRs and CDS)
ENSG00000275066,8141
ENSG00000213689,1200
ENSG00000118922,10637
ENSG00000039650,1731
ENSG00000027847,1698
ENSG00000136631,2328
ENSG00000011009,1635
ENSG00000116288,1127
ENSG00000105669,1131
ENSG00000122882,3006
ENSG00000198522,2445
ENSG00000141524,2786
ENSG00000116266,2489
ENSG00000122642,3424
ENSG00000112079,3585
ENSG00000097021,1804
ENSG00000114383,1669
ENSG00000122565,2128
ENSG00000180104,2801
ENSG00000170296,1319
ENSG00000063244,1698
ENSG00000104147,1201
ENSG00000082996,2866
ENSG00000074416,4642
ENSG00000247596,1614
ENSG00000034713,974
ENSG00000171992,5359
ENSG00000161533,2215
ENSG00000012048,7088
ENSG00000012048,5732
ENSG00000012048,2379
ENSG00000012048,3273
ENSG00000012048,7270
ENSG00000147202,3730
ENSG00000093010,1035
ENSG00000097007,4754
ENSG00000143322,12217
ENSG00000115415,4116
ENSG00000079616,2081
ENSG00000080815,2776
ENSG00000031823,1762
ENSG00000031823,3233
ENSG00000157077,4567
ENSG00000100243,2153
ENSG00000176884,4379
ENSG00000187908,7686
ENSG00000109685,5109
ENSG00000136243,1571
ENSG00000125482,3143
ENSG00000130856,8124
ENSG00000060491,2410
ENSG00000081014,6743
ENSG00000118217,7470
ENSG00000157212,3864
ENSG00000139289,5913
ENSG00000146535,4369
ENSG00000096384,2555
ENSG00000135775,2932
ENSG00000143033,4075
ENSG00000108349,3890
ENSG00000087303,4870
ENSG00000114503,2101
ENSG00000147140,2661
ENSG00000166557,1418
ENSG00000153246,14376
ENSG00000125970,6430
ENSG00000185989,4203
ENSG00000280477,4203
ENSG00000111445,2104
ENSG00000169925,5661
ENSG00000198231,4337
ENSG00000108061,3884
ENSG00000120948,4185
ENSG00000168961,1724
ENSG00000087470,4514
ENSG00000087470,4439
ENSG00000169136,1637
ENSG00000148444,926
ENSG00000150753,3293
ENSG00000185000,3653
ENSG00000285482,3653
ENSG00000130021,2103
ENSG00000118985,5826
ENSG00000169946,4961
ENSG00000181274,2233
ENSG00000119041,4261
ENSG00000148308,2406
ENSG00000130313,1008
ENSG00000135776,3869
ENSG00000127603,17538
ENSG00000065457,1869
ENSG00000126432,860
ENSG00000185009,5124
ENSG00000157500,6069
ENSG00000162980,5264
ENSG00000117877,3286
ENSG00000123992,2425
ENSG00000137699,2977
ENSG00000142599,8026
ENSG00000186318,6326
ENSG00000182240,8567
ENSG00000102931,1969
ENSG00000109220,1109
ENSG00000100591,1337
ENSG00000088325,3473
ENSG00000118412,6151
ENSG00000288475,6151
ENSG00000142273,1576
ENSG00000094916,11546
ENSG00000151014,1962
ENSG00000156345,2301
ENSG00000198087,5412
ENSG00000179604,3098
ENSG00000135297,10698
ENSG00000110172,3070
ENSG00000285023,3070
ENSG00000148337,2975
ENSG00000157224,3488
ENSG00000158623,3134
ENSG00000153904,3939
ENSG00000276072,2141
ENSG00000275700,2062
ENSG00000129158,1451
ENSG00000183048,1942
ENSG00000102786,7350
ENSG00000166946,3515
ENSG00000100109,3539
ENSG00000168393,1051
ENSG00000277203,1713
ENSG00000135373,3150
ENSG00000123908,14595
ENSG00000125746,2234
ENSG00000088367,6276
ENSG00000005812,3506
ENSG00000112234,2810
ENSG00000118564,3488
ENSG00000182325,1745
ENSG00000285442,1745
ENSG00000119402,9142
ENSG00000147912,4702
ENSG00000116661,1287
ENSG00000167196,1486
ENSG00000048140,2550
ENSG00000147364,2360
ENSG00000174989,4648
ENSG00000110429,2403
ENSG00000151876,1655
ENSG00000112029,2054
ENSG00000100225,2060
ENSG00000164117,1980
ENSG00000105701,1761
ENSG00000144908,3064
ENSG00000243477,1330
ENSG00000132286,2788
ENSG00000174804,7387
ENSG00000110427,12958
ENSG00000011454,4986
ENSG00000115271,3651
ENSG00000092847,13712
ENSG00000149541,1452
ENSG00000090863,8261
ENSG00000162188,864
ENSG00000137106,1250
ENSG00000125484,8612
ENSG00000096746,2339
ENSG00000112855,2468
ENSG00000119401,3717
ENSG00000106853,1223
ENSG00000103150,13054
ENSG00000071073,8388
ENSG00000198408,5174
ENSG00000080561,2876
ENSG00000129351,3219
ENSG00000158186,4538
ENSG00000132781,1891
ENSG00000128641,5026
ENSG00000137601,5653
ENSG00000095906,1349
ENSG00000148450,1730
ENSG00000076685,3435
ENSG00000276464,1490
ENSG00000146707,1490
ENSG00000116731,7957
ENSG00000177469,3570
ENSG00000115839,4891
ENSG00000163602,7215
ENSG00000281766,684
ENSG00000114650,4254
ENSG00000010803,3252
ENSG00000068903,1862
ENSG00000283100,1862
ENSG00000096717,4107
ENSG00000142082,2882
ENSG00000124523,4564
ENSG00000107984,1805
ENSG00000117620,14321
ENSG00000092068,4236
ENSG00000100603,2129
ENSG00000086475,3265
ENSG00000179918,2244
ENSG00000119729,4780
ENSG00000133818,2343
ENSG00000083807,2292
ENSG00000088930,3408
ENSG00000170260,2807
ENSG00000105856,2834
ENSG00000283847,2834
ENSG00000164683,2197
ENSG00000131373,2009
ENSG00000153936,6759
ENSG00000198792,3587
ENSG00000100263,1777
ENSG00000137094,2391
ENSG00000133265,1635
ENSG00000105223,2137
ENSG00000147166,1280
ENSG00000113761,4314
ENSG00000068438,1899
ENSG00000135519,4023
ENSG00000123562,1866
ENSG00000114331,7093
ENSG00000065308,7047
ENSG00000079999,2648
ENSG00000198586,5723
ENSG00000135476,6618
ENSG00000180448,4273
ENSG00000130508,6817
ENSG00000136237,6916
ENSG00000099991,7233
ENSG00000033327,6052
ENSG00000138757,4217
ENSG00000072803,4342
ENSG00000117114,5479
ENSG00000183020,4587
ENSG00000280759,4367
ENSG00000281385,4367
ENSG00000173120,7386
ENSG00000162105,9062
ENSG00000090889,4388
ENSG00000151657,6360
ENSG00000025800,7355
ENSG00000168924,5371
ENSG00000141424,3566
ENSG00000103066,2694
ENSG00000130520,1704
ENSG00000106355,2214
ENSG00000185022,2374
ENSG00000101367,2562
ENSG00000084764,1890
ENSG00000197563,4456
ENSG00000128590,2409
ENSG00000108960,2569
ENSG00000156650,8314
ENSG00000281813,8314
ENSG00000175806,1512
ENSG00000285250,1512
ENSG00000214114,2532
ENSG00000145555,11442
ENSG00000141562,3814
ENSG00000106025,2585
ENSG00000099282,1703
ENSG00000101096,7519
ENSG00000107937,4656
ENSG00000095739,1691
ENSG00000112992,6483
ENSG00000083635,3480
ENSG00000213024,3479
ENSG00000112146,4559
ENSG00000135336,2512
ENSG00000113638,5497
ENSG00000134996,1348
ENSG00000101216,4280
ENSG00000176046,5291
ENSG00000104164,3778
ENSG00000124664,1910
ENSG00000162517,1614
ENSG00000178921,5369
ENSG00000143256,598
ENSG00000058091,4953
ENSG00000174307,2749
ENSG00000197641,3130
ENSG00000186111,5069
ENSG00000180957,2914
ENSG00000196576,6409
ENSG00000132254,2543
ENSG00000116237,4795
ENSG00000110851,4182
ENSG00000100151,2058
ENSG00000101040,3832
ENSG00000174938,3173
ENSG00000134242,3424
ENSG00000105968,3026
ENSG00000115828,1683
ENSG00000118873,7256
ENSG00000197275,3074
ENSG00000137040,4600
ENSG00000154217,6241
ENSG00000152778,4029
ENSG00000117000,6232
ENSG00000142541,1127
ENSG00000136643,5505
ENSG00000148484,3730
ENSG00000189091,9692
ENSG00000156642,2420
ENSG00000100003,4207
ENSG00000121542,3401
ENSG00000143379,4370
ENSG00000115524,6463
ENSG00000119899,3292
ENSG00000143553,1003
ENSG00000145687,8780
ENSG00000173757,5079
ENSG00000164647,1219
ENSG00000106638,4344
ENSG00000125637,11342
ENSG00000134809,668
ENSG00000099800,1664
ENSG00000150779,780
ENSG00000100575,1252
ENSG00000092330,2168
ENSG00000284915,2168
ENSG00000185344,6507
ENSG00000038295,7291
ENSG00000101161,3047
ENSG00000064419,4153
ENSG00000100348,1336
ENSG00000143179,4801
ENSG00000143258,2195
ENSG00000239779,1175
ENSG00000132471,1859
ENSG00000170027,3705
ENSG00000162702,4864
ENSG00000072571,2988
ENSG00000072571,2872
ENSG00000143801,1947
ENSG00000120868,6581
ENSG00000272398,2513
ENSG00000185070,33681
ENSG00000249915,1110
ENSG00000198648,3272
ENSG00000178982,772
ENSG00000282986,772
ENSG00000113360,5305
ENSG00000130638,3294
ENSG00000169230,1226
ENSG00000120675,7459
ENSG00000156239,4861
ENSG00000135723,3813
ENSG00000070761,1281
ENSG00000132612,4106
ENSG00000175505,1705
ENSG00000115317,2370
ENSG00000149054,3655
ENSG00000183735,3022
ENSG00000128585,11136
ENSG00000167384,4335
ENSG00000104205,4190
ENSG00000161526,2500
ENSG00000109819,6288
ENSG00000007944,3072
ENSG00000166164,5370
ENSG00000149823,2661
ENSG00000135423,2387
ENSG00000069493,5277
ENSG00000102109,1025
ENSG00000176463,5102
ENSG00000166169,2670
ENSG00000167522,9301
ENSG00000197417,3788
ENSG00000161800,3229
ENSG00000124920,5745
ENSG00000276043,3230
ENSG00000038274,2064
ENSG00000122678,2806
ENSG00000134697,2350
ENSG00000259956,6624
ENSG00000131470,1408
ENSG00000071894,4480
ENSG00000285049,4480
ENSG00000164548,1785
ENSG00000121957,7152
ENSG00000168061,1261
ENSG00000204856,1101
ENSG00000103319,7398
ENSG00000284161,7397
ENSG00000159714,2047
ENSG00000110025,1908
ENSG00000104154,7110
ENSG00000095066,2513
ENSG00000095585,4344
ENSG00000080802,2215
ENSG00000130723,11042
ENSG00000120942,3646
ENSG00000111727,5660
ENSG00000106266,4704
ENSG00000086300,2665
ENSG00000002919,2315
ENSG00000168397,2797
ENSG00000141452,2200
ENSG00000143811,1680
ENSG00000159086,2564
ENSG00000263141,662
ENSG00000143156,1472
ENSG00000135245,1364
ENSG00000063245,2355
ENSG00000173540,3217
ENSG00000144591,1522
ENSG00000058262,3568
ENSG00000177370,3182
ENSG00000278501,3194
ENSG00000277649,3194
ENSG00000120697,1219
ENSG00000088035,3325
ENSG00000138430,4251
ENSG00000276504,1205
ENSG00000105619,1205
ENSG00000274073,1205
ENSG00000276263,1205
ENSG00000276323,1205
ENSG00000276022,1205
ENSG00000275086,1205
ENSG00000276296,1205
ENSG00000278161,1205
ENSG00000273833,1205
ENSG00000183484,3654
ENSG00000147164,2286
ENSG00000182324,3854
ENSG00000117691,916
ENSG00000111817,10621
ENSG00000198791,6890
ENSG00000100083,2800
ENSG00000176248,2655
ENSG00000053900,2685
ENSG00000167565,1515
ENSG00000099904,5046
ENSG00000170248,5884
ENSG00000146109,2943
ENSG00000197019,2084
ENSG00000176978,1601
ENSG00000009830,4876
ENSG00000085491,4249
ENSG00000284468,4249
ENSG00000184076,916
ENSG00000138073,2127
ENSG00000135048,6152
ENSG00000115216,2176
ENSG00000122687,1704
ENSG00000155313,3973
ENSG00000267680,3980
ENSG00000214022,3292
ENSG00000167994,2325
ENSG00000149485,4364
ENSG00000090372,3176
ENSG00000102854,2116
ENSG00000095059,1090
ENSG00000134363,2299
ENSG00000162433,6845
ENSG00000004455,3597
ENSG00000196305,4656
ENSG00000160949,4531
ENSG00000105576,4962
ENSG00000061676,20332
ENSG00000147650,4112
ENSG00000135018,3868
ENSG00000117602,6863
ENSG00000165283,1365
ENSG00000160408,2460
ENSG00000188021,4230
ENSG00000128683,1252
ENSG00000133606,3094
ENSG00000127507,6791
ENSG00000198604,5729
ENSG00000076108,8600
ENSG00000123636,8145
ENSG00000138119,6860
ENSG00000169504,4253
ENSG00000125618,3966
ENSG00000125618,3735
ENSG00000213722,1330
ENSG00000225635,1330
ENSG00000226634,1330
ENSG00000228128,1330
ENSG00000206395,1330
ENSG00000233076,1330
ENSG00000227317,1330
ENSG00000005156,8382
ENSG00000105607,1852
ENSG00000113734,721
ENSG00000113734,1339
ENSG00000113734,1143
ENSG00000158458,2535
ENSG00000158458,2923
ENSG00000158458,2559
ENSG00000182944,2189
ENSG00000211448,6017
ENSG00000125618,3633
ENSG00000229767,515
ENSG00000230456,3857
ENSG00000215522,3857
ENSG00000137332,3857
ENSG00000204580,3857
ENSG00000234078,3857
ENSG00000230456,3968
ENSG00000215522,3968
ENSG00000137332,3968
ENSG00000204580,2882
ENSG00000234078,3968
ENSG00000005893,4030
ENSG00000035403,5497
ENSG00000125447,3766
ENSG00000263528,3240
ENSG00000140829,4323
ENSG00000253767,6480
ENSG00000169155,5940
ENSG00000171150,4771
ENSG00000144028,7194
ENSG00000182108,1569
ENSG00000211456,3574
ENSG00000116586,621
ENSG00000147586,838
ENSG00000117155,5835
ENSG00000047056,5137
ENSG00000110063,5427
ENSG00000081087,4471
ENSG00000108262,3768
ENSG00000185432,3117
ENSG00000111875,2434
ENSG00000064652,1987
ENSG00000136261,1804
ENSG00000182919,4094
ENSG00000114902,3786
ENSG00000110200,886
ENSG00000083937,2590
ENSG00000115446,1143
ENSG00000197324,6892
ENSG00000204568,1398
ENSG00000227420,1532
ENSG00000229861,1532
ENSG00000223775,1532
ENSG00000203624,1532
ENSG00000226111,1532
ENSG00000233813,1532
ENSG00000104979,897
ENSG00000186260,8608
ENSG00000177646,2445
ENSG00000198015,15560
ENSG00000096092,988
ENSG00000162769,5919
ENSG00000122970,3124
ENSG00000181061,1373
ENSG00000087128,2122
ENSG00000274058,2136
ENSG00000232119,9577
ENSG00000288295,9577
ENSG00000141101,1716
ENSG00000136279,2117
ENSG00000148335,1562
ENSG00000034533,2664
ENSG00000170619,1430
ENSG00000133315,1257
ENSG00000198646,7083
ENSG00000105058,1463
ENSG00000172172,1260
ENSG00000139496,4236
ENSG00000198146,5439
ENSG00000156802,5547
ENSG00000117751,2340
ENSG00000104447,9990
ENSG00000182831,5952
ENSG00000268350,2233
ENSG00000138375,3201
ENSG00000174469,9454
ENSG00000278728,6368
ENSG00000165609,3195
ENSG00000089063,1642
ENSG00000105875,4580
ENSG00000122299,3805
ENSG00000114098,3181
ENSG00000196323,9315
ENSG00000103021,5272
ENSG00000181555,8142
ENSG00000075975,2775
ENSG00000112110,970
ENSG00000089327,878
ENSG00000123545,2407
ENSG00000136146,2254
ENSG00000133773,1585
ENSG00000138382,1001
ENSG00000254505,980
ENSG00000285302,1393
ENSG00000163607,1921
ENSG00000119878,6323
ENSG00000054148,577
ENSG00000105393,1377
ENSG00000151500,1304
ENSG00000137547,1729
ENSG00000077152,878
ENSG00000075336,3084
ENSG00000082515,3173
ENSG00000119862,3856
ENSG00000123353,2019
ENSG00000125971,675
ENSG00000143771,4096
ENSG00000110442,2949
ENSG00000168701,776
ENSG00000160075,1284
ENSG00000087274,4045
ENSG00000087274,4343
ENSG00000196876,11559
ENSG00000196961,3286
ENSG00000174276,1299
ENSG00000134825,578
ENSG00000141401,1449
ENSG00000274958,6066
ENSG00000100605,6188
ENSG00000169908,1555
ENSG00000119421,804
ENSG00000066136,1950
ENSG00000105568,5352
ENSG00000080823,1909
ENSG00000132164,4249
ENSG00000167881,2831
ENSG00000220205,2126
ENSG00000108312,4795
ENSG00000102178,2327
ENSG00000116906,2641
ENSG00000141068,7237
ENSG00000119718,4304
ENSG00000144791,11442
ENSG00000165996,2234
ENSG00000156140,6244
ENSG00000114125,2669
ENSG00000075275,11819
ENSG00000109756,6949
ENSG00000100387,1169
ENSG00000004864,3141
ENSG00000102743,3821
ENSG00000118600,1854
ENSG00000257727,1450
ENSG00000179913,2692
ENSG00000196074,5541
ENSG00000204220,598
ENSG00000237335,598
ENSG00000235692,598
ENSG00000224782,598
ENSG00000206283,598
ENSG00000136758,3856
ENSG00000142731,3838
ENSG00000042980,7019
ENSG00000110696,3920
ENSG00000166974,4212
ENSG00000136378,5520
ENSG00000161013,2365
ENSG00000284501,2365
ENSG00000164070,10608
ENSG00000126698,1763
ENSG00000274081,1748
ENSG00000179950,1821
ENSG00000130956,2651
ENSG00000094975,5625
ENSG00000020129,3698
ENSG00000130713,2012
ENSG00000107130,5164
ENSG00000274779,4352
ENSG00000103512,4312
ENSG00000142856,948
ENSG00000077274,3532
ENSG00000196116,3688
ENSG00000100116,1497
ENSG00000183741,6052
ENSG00000221890,5830
ENSG00000067167,3056
ENSG00000131375,4348
ENSG00000105755,920
ENSG00000141867,4624
ENSG00000140612,1079
ENSG00000136003,1069
ENSG00000132432,425
ENSG00000100029,2265
ENSG00000088451,1797
ENSG00000100220,2019
ENSG00000277564,6932
ENSG00000100320,6932
ENSG00000123415,1571
ENSG00000183726,2266
ENSG00000107201,4628
ENSG00000165516,4969
ENSG00000153048,2709
ENSG00000148459,1584
ENSG00000174106,4780
ENSG00000051620,10010
ENSG00000091651,1615
ENSG00000054277,2628
ENSG00000100105,3895
ENSG00000242110,4108
ENSG00000110880,3892
ENSG00000160753,1968
ENSG00000038358,4767
ENSG00000087074,2350
ENSG00000151012,9645
ENSG00000255302,2040
ENSG00000100023,4068
ENSG00000241878,2655
ENSG00000177663,8566
ENSG00000137409,2006
ENSG00000109919,2522
ENSG00000285121,2522
ENSG00000179431,2406
ENSG00000171467,8210
ENSG00000054611,3758
ENSG00000083812,5054
ENSG00000145779,6976
ENSG00000137709,3068
ENSG00000167964,1674
ENSG00000136327,1843
ENSG00000198130,2434
ENSG00000151835,15635
ENSG00000152137,1861
ENSG00000163938,1933
ENSG00000114023,3052
ENSG00000106852,3465
ENSG00000072135,3616
ENSG00000011243,2078
ENSG00000123091,3074
ENSG00000173890,1962
ENSG00000055163,4256
ENSG00000105821,2291
ENSG00000166681,913
ENSG00000119684,7819
ENSG00000017260,4795
ENSG00000011590,2037
ENSG00000151498,2176
ENSG00000117597,8481
ENSG00000141456,5084
ENSG00000197157,3448
ENSG00000040341,4061
ENSG00000165678,2382
ENSG00000070190,2935
ENSG00000006715,5854
ENSG00000119408,3447
ENSG00000078081,3196
ENSG00000106537,1873
ENSG00000124466,1642
ENSG00000164405,1573
ENSG00000171121,1485
ENSG00000054116,1282
ENSG00000135801,3112
ENSG00000116161,2869
ENSG00000086232,4411
ENSG00000066422,5657
ENSG00000105327,1846
ENSG00000072364,9536
ENSG00000119509,4897
ENSG00000089006,2270
ENSG00000136305,2294
ENSG00000285199,2294
ENSG00000016402,3485
ENSG00000188566,1829
ENSG00000138744,1859
ENSG00000143570,2427
ENSG00000137822,6812
ENSG00000120742,3022
ENSG00000164144,1601
ENSG00000130762,2822
ENSG00000122507,3899
ENSG00000146072,3595
ENSG00000130724,894
ENSG00000080546,3509
ENSG00000265491,9135
ENSG00000150593,3481
ENSG00000076321,3414
ENSG00000175324,906
ENSG00000170860,3359
ENSG00000102359,6646
ENSG00000172602,1653
ENSG00000122711,399
ENSG00000166024,3379
ENSG00000086189,2831
ENSG00000130768,1866
ENSG00000241258,2774
ENSG00000198131,2818
ENSG00000169188,3239
ENSG00000124217,5112
ENSG00000109445,1891
ENSG00000137502,9929
ENSG00000148985,1963
ENSG00000090905,8491
ENSG00000288130,8491
ENSG00000075292,6487
ENSG00000173905,4310
ENSG00000102241,2694
ENSG00000108106,2559
ENSG00000110107,2337
ENSG00000120800,9031
ENSG00000154710,3733
ENSG00000135643,4717
ENSG00000136816,2738
ENSG00000100294,1134
ENSG00000244509,2644
ENSG00000186472,17147
ENSG00000111596,3282
ENSG00000277114,2886
ENSG00000274616,2886
ENSG00000277600,2852
ENSG00000088038,2818
ENSG00000273943,2886
ENSG00000274176,2886
ENSG00000275979,2886
ENSG00000274941,2886
ENSG00000276082,2886
ENSG00000277615,2886
ENSG00000153560,4175
ENSG00000278318,4956
ENSG00000167840,2179
ENSG00000132382,4807
ENSG00000130147,5150
ENSG00000138594,8232
ENSG00000128872,9150
ENSG00000100065,4111
ENSG00000025770,1388
ENSG00000115112,9287
ENSG00000196459,2716
ENSG00000050820,4085
ENSG00000285460,4085
ENSG00000136542,10344
ENSG00000196652,4344
ENSG00000242247,2728
ENSG00000150457,5546
ENSG00000109084,2463
ENSG00000196792,3970
ENSG00000283154,2633
ENSG00000173156,1104
ENSG00000136856,2145
ENSG00000197930,5139
ENSG00000138449,3330
ENSG00000120049,858
ENSG00000154832,2936
ENSG00000125458,901
ENSG00000066379,743
ENSG00000233795,743
ENSG00000206502,744
ENSG00000224859,743
ENSG00000235443,743
ENSG00000236949,743
ENSG00000235176,743
ENSG00000236808,743
ENSG00000067334,5896
ENSG00000274229,7857
ENSG00000274211,8258
ENSG00000102316,2048
ENSG00000013016,4825
ENSG00000024422,3506
ENSG00000196455,5016
ENSG00000109089,3536
ENSG00000213977,1280
ENSG00000138641,4914
ENSG00000144224,3771
ENSG00000273749,6826
ENSG00000280618,2643
ENSG00000288461,3759
ENSG00000112159,18485
ENSG00000048828,5160
ENSG00000113194,4485
ENSG00000068878,7250
ENSG00000131149,7385
ENSG00000058063,7315
ENSG00000078725,3171
ENSG00000198353,1524
ENSG00000124733,2018
ENSG00000197956,434
ENSG00000124688,1301
ENSG00000274726,5590
ENSG00000104728,5648
ENSG00000166716,8187
ENSG00000107957,11245
ENSG00000133816,3906
ENSG00000198730,4330
ENSG00000100034,5149
ENSG00000136828,6330
ENSG00000066855,2651
ENSG00000149527,4870
ENSG00000276429,4837
ENSG00000198677,5677
ENSG00000135912,5007
ENSG00000234012,7576
ENSG00000137337,6968
ENSG00000225589,7576
ENSG00000206481,7576
ENSG00000224587,7576
ENSG00000237095,7576
ENSG00000231135,7576
ENSG00000228575,7576
ENSG00000101493,8678
ENSG00000178104,8262
ENSG00000101577,6229
ENSG00000277140,7743
ENSG00000166783,7730
ENSG00000198919,5304
ENSG00000130254,3167
ENSG00000256087,4637
ENSG00000117408,3883
ENSG00000162512,5246
ENSG00000160785,3482
ENSG00000235750,4548
ENSG00000101407,3958
ENSG00000168781,5565
ENSG00000106443,4276
ENSG00000189319,5759
ENSG00000100150,5319
ENSG00000066135,4486
ENSG00000160959,5337
ENSG00000113282,3440
ENSG00000144560,3725
ENSG00000102900,8234
ENSG00000082153,6511
ENSG00000009335,5214
ENSG00000100890,6186
ENSG00000104412,3527
ENSG00000134109,6113
ENSG00000058453,6660
ENSG00000134644,5360
ENSG00000100239,3293
ENSG00000166037,3141
ENSG00000007202,7428
ENSG00000134815,4338
ENSG00000083290,9149
ENSG00000051108,2853
ENSG00000279389,1350
ENSG00000282735,3019
ENSG00000166398,6685
ENSG00000145016,9255
ENSG00000148429,11377
ENSG00000135905,7260
ENSG00000021776,9597
ENSG00000284917,3445
ENSG00000196187,4109
ENSG00000167395,6892
ENSG00000090565,4801
ENSG00000275338,4831
ENSG00000138593,6779
ENSG00000145041,5946
ENSG00000116198,6431
ENSG00000128512,8326
ENSG00000075856,4154
ENSG00000048052,4239
ENSG00000184445,6974
ENSG00000115464,11675
ENSG00000103540,5549
ENSG00000099381,5991
ENSG00000068697,1365
ENSG00000187535,5232
ENSG00000134909,6556
ENSG00000139182,4013
ENSG00000288427,4013
ENSG00000198420,5754
ENSG00000065613,7827
ENSG00000112419,9531
ENSG00000101298,4995
ENSG00000198933,4121
ENSG00000272333,8485
ENSG00000110917,6341
ENSG00000135709,7404
ENSG00000039319,10805
ENSG00000100647,5390
ENSG00000102221,4947
ENSG00000166803,2132
ENSG00000177728,5412
ENSG00000029363,7494
ENSG00000141543,2524
ENSG00000175224,4014
ENSG00000101337,3768
ENSG00000170871,7854
ENSG00000131374,7854
ENSG00000117016,7259
ENSG00000115234,2357
ENSG00000100578,4807
ENSG00000126787,2881
ENSG00000170873,4944
ENSG00000118363,2691
ENSG00000165733,7759
ENSG00000156471,4990
ENSG00000179833,5549
ENSG00000175216,6532
ENSG00000161021,5748
ENSG00000283780,5748
ENSG00000120451,6535
ENSG00000168490,2976
ENSG00000157014,4937
ENSG00000182149,2356
ENSG00000116133,4233
ENSG00000115364,7825
ENSG00000183283,2064
ENSG00000173726,3283
ENSG00000136193,5254
ENSG00000107742,5328
ENSG00000135439,5388
ENSG00000103549,5634
ENSG00000134030,5765
ENSG00000282825,5765
ENSG00000081791,4907
ENSG00000159658,5817
ENSG00000198089,4162
ENSG00000139436,5387
ENSG00000135763,5601
ENSG00000196428,11154
ENSG00000044090,5406
ENSG00000023287,6636
ENSG00000184867,2762
ENSG00000198826,5876
ENSG00000275568,5898
ENSG00000132694,5788
ENSG00000110237,8163
ENSG00000116675,5743
ENSG00000106785,4480
ENSG00000183309,6759
ENSG00000276340,6757
ENSG00000165304,2452
ENSG00000168806,6925
ENSG00000112365,5501
ENSG00000276358,5263
ENSG00000277111,5263
ENSG00000225190,5240
ENSG00000135749,7530
ENSG00000111731,4436
ENSG00000177853,7277
ENSG00000198920,4647
ENSG00000178567,8089
ENSG00000198853,5218
ENSG00000172375,4771
ENSG00000006607,4009
ENSG00000135837,13414
ENSG00000196422,4951
ENSG00000143702,7059
ENSG00000276725,6828
ENSG00000198799,11566
ENSG00000163636,1430
ENSG00000008838,3480
ENSG00000166436,9753
ENSG00000198961,4856
ENSG00000154174,4100
ENSG00000150961,4018
ENSG00000060237,9886
ENSG00000137478,4710
ENSG00000142207,10818
ENSG00000143776,9320
ENSG00000058673,3004
ENSG00000092203,4514
ENSG00000145833,3821
ENSG00000166860,6268
ENSG00000168016,10481
ENSG00000136111,7588
ENSG00000130703,3936
ENSG00000072422,4411
ENSG00000100426,6893
ENSG00000074590,6828
ENSG00000196663,8704
ENSG00000112367,3025
ENSG00000164961,4139
ENSG00000143569,3877
ENSG00000196220,8923
ENSG00000162413,4487
ENSG00000141258,4878
ENSG00000242802,5529
ENSG00000198837,5728
ENSG00000152061,2899
ENSG00000006740,4270
ENSG00000119760,4296
ENSG00000064270,3376
ENSG00000172379,6523
ENSG00000182022,3553
ENSG00000116199,5991
ENSG00000010292,4825
ENSG00000148396,8806
ENSG00000273645,6710
ENSG00000176595,6911
ENSG00000022840,3814
ENSG00000144711,5279
ENSG00000184677,8701
ENSG00000135473,4576
ENSG00000168795,4690
ENSG00000123684,7773
ENSG00000116688,4407
ENSG00000118193,7291
ENSG00000100221,3648
ENSG00000198265,13817
ENSG00000080608,2187
ENSG00000198924,4450
ENSG00000138640,5866
ENSG00000064607,3640
ENSG00000164162,1444
ENSG00000164346,4337
ENSG00000244754,9427
ENSG00000196937,2455
ENSG00000107959,3427
ENSG00000168386,3280
ENSG00000106244,2604
ENSG00000213079,5057
ENSG00000135315,5155
ENSG00000198740,5988
ENSG00000120784,6090
ENSG00000164292,5370
ENSG00000082438,4898
ENSG00000146083,4122
ENSG00000080845,5056
ENSG00000067798,7386
ENSG00000107560,6399
ENSG00000115419,4840
ENSG00000175283,2074
ENSG00000071246,6449
ENSG00000168813,7638
ENSG00000115977,21157
ENSG00000107864,7781
ENSG00000101544,5157
ENSG00000157985,5427
ENSG00000107890,6591
ENSG00000164715,8974
ENSG00000131873,4662
ENSG00000112144,6116
ENSG00000072071,5610
ENSG00000288324,5610
ENSG00000091592,5444
ENSG00000102531,5714
ENSG00000126775,4715
ENSG00000179912,4331
ENSG00000118246,3188
ENSG00000081386,5154
ENSG00000105063,3984
ENSG00000143850,7412
ENSG00000001561,4644
ENSG00000198825,4979
ENSG00000175727,8390
ENSG00000281178,5472
ENSG00000153339,6247
ENSG00000103111,5813
ENSG00000133422,4469
ENSG00000135299,2968
ENSG00000178764,4361
ENSG00000171603,4647
ENSG00000021574,5212
ENSG00000198815,5225
ENSG00000185019,4300
ENSG00000132680,2961
ENSG00000126804,4119
ENSG00000140320,4779
ENSG00000083520,10571
ENSG00000010165,3022
ENSG00000110274,5629
ENSG00000105339,5438
ENSG00000105483,2617
ENSG00000018189,4233
ENSG00000132640,4881
ENSG00000278788,4811
ENSG00000064932,4906
ENSG00000072134,4871
ENSG00000182606,4620
ENSG00000132153,3574
ENSG00000198690,4849
ENSG00000276787,4888
ENSG00000085433,4240
ENSG00000075945,2954
ENSG00000141002,2248
ENSG00000151240,7885
ENSG00000148843,6477
ENSG00000100813,4935
ENSG00000100731,12865
ENSG00000113716,5258
ENSG00000141577,3630
ENSG00000103995,5097
